Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered
Anhui,Mainland China,2020-02-29 05:03:13,990.0,6.0,868.0
Yunnan,Mainland China,2020-02-29 05:03:13,174.0,2.0,157.0
,Finland,2020-02-29 05:23:03,3.0,0.0,1.0
Ningxia,Mainland China,2020-02-29 05:53:02,73.0,0.0,69.0
Shanghai,Mainland China,2020-02-29 06:23:03,337.0,3.0,287.0
Taiwan,Taiwan,2020-02-29 07:13:05,39.0,1.0,9.0
Jiangsu,Mainland China,2020-02-29 07:23:11,631.0,0.0,523.0
Shaanxi,Mainland China,2020-02-29 09:03:06,245.0,1.0,207.0
Inner Mongolia,Mainland China,2020-02-29 09:03:06,75.0,0.0,49.0
Zhejiang,Mainland China,2020-02-29 09:13:10,1205.0,1.0,1016.0
Jilin,Mainland China,2020-02-29 09:13:10,93.0,1.0,75.0
Sichuan,Mainland China,2020-02-29 12:03:07,538.0,3.0,351.0
Heilongjiang,Mainland China,2020-02-29 12:03:07,480.0,13.0,301.0
Guangxi,Mainland China,2020-02-29 12:03:07,252.0,2.0,176.0
Tianjin,Mainland China,2020-02-29 12:03:07,136.0,3.0,109.0
Xinjiang,Mainland China,2020-02-29 12:03:07,76.0,3.0,62.0
Hubei,Mainland China,2020-02-29 12:13:10,66337.0,2727.0,28993.0
,Oman,2020-02-29 12:33:03,6.0,0.0,1.0
,Thailand,2020-02-29 12:33:03,42.0,0.0,28.0
,United Arab Emirates,2020-02-29 12:33:03,21.0,0.0,5.0
Henan,Mainland China,2020-02-29 12:43:05,1272.0,21.0,1170.0
,Qatar,2020-02-29 14:33:03,1.0,0.0,0.0
,Singapore,2020-02-29 14:33:03,102.0,0.0,72.0
,Austria,2020-02-29 14:43:03,9.0,0.0,0.0
,Germany,2020-02-29 14:43:03,79.0,0.0,16.0
,Sweden,2020-02-29 14:43:03,12.0,0.0,0.0
,Iran,2020-02-29 14:53:04,593.0,43.0,123.0
"Snohomish County, WA",US,2020-02-29 15:03:04,1.0,0.0,0.0
Guangdong,Mainland China,2020-02-29 15:33:03,1349.0,7.0,983.0
Hunan,Mainland China,2020-02-29 15:33:03,1018.0,4.0,846.0
Shandong,Mainland China,2020-02-29 15:33:03,756.0,6.0,421.0
Hebei,Mainland China,2020-02-29 15:33:03,318.0,6.0,282.0
Fujian,Mainland China,2020-02-29 15:33:03,296.0,1.0,243.0
Liaoning,Mainland China,2020-02-29 15:33:03,121.0,1.0,96.0
,Japan,2020-02-29 15:53:04,241.0,5.0,32.0
,Bahrain,2020-02-29 18:03:05,41.0,0.0,0.0
,Croatia,2020-02-29 18:03:05,6.0,0.0,0.0
,Denmark,2020-02-29 18:03:05,3.0,0.0,0.0
,Iraq,2020-02-29 18:03:05,13.0,0.0,0.0
,Italy,2020-02-29 18:03:05,1128.0,29.0,46.0
,Netherlands,2020-02-29 18:03:05,6.0,0.0,0.0
,Pakistan,2020-02-29 18:03:05,4.0,0.0,0.0
,Switzerland,2020-02-29 18:03:05,18.0,0.0,0.0
,UK,2020-02-29 18:03:05,23.0,0.0,8.0
,South Korea,2020-02-29 18:13:07,3150.0,16.0,27.0
,France,2020-02-29 19:03:04,100.0,2.0,12.0
,Spain,2020-02-29 19:13:08,45.0,0.0,2.0
,Brazil,2020-02-29 21:03:05,2.0,0.0,0.0
,Luxembourg,2020-02-29 21:03:05,1.0,0.0,0.0
,Mexico,2020-02-29 21:13:17,4.0,0.0,0.0
,Ireland,2020-02-29 22:33:03,1.0,0.0,0.0
"Seattle, WA",US,2020-02-29 22:33:03,6.0,1.0,1.0
Western Australia,Australia,2020-02-29 23:13:06,2.0,0.0,0.0
Chongqing,Mainland China,2020-02-29 23:13:06,576.0,6.0,438.0
Shanxi,Mainland China,2020-02-29 23:13:06,133.0,0.0,114.0
,Norway,2020-02-29 23:13:06,15.0,0.0,0.0
"Toronto, ON",Canada,2020-02-29 23:23:13,10.0,0.0,2.0
British Columbia,Canada,2020-02-29 23:23:13,8.0,0.0,3.0
Hainan,Mainland China,2020-02-29 23:43:02,168.0,5.0,148.0
Hong Kong,Hong Kong,2020-02-29 23:53:02,95.0,2.0,33.0
