Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Latitude,Longitude
Iowa,US,2020-03-18 05:53:25,29,0,0,42.0115,-93.2105
Hawaii,US,2020-03-18 05:53:25,14,0,0,21.0943,-157.4983
Idaho,US,2020-03-18 05:53:25,9,0,0,44.2405,-114.4788
Alaska,US,2020-03-18 05:53:25,6,0,0,61.3707,-152.4044
Guam,US,2020-03-18 05:53:25,5,0,0,13.4443,144.7937
,Barbados,2020-03-18 06:33:07,2,0,0,13.1939,-59.5432
,Taiwan*,2020-03-18 07:13:12,100,1,22,23.7,121.0
Guangdong,China,2020-03-18 08:53:03,1370,8,1313,23.3417,113.4244
Hong Kong,China,2020-03-18 09:33:05,181,4,92,22.3,114.2
St Martin,France,2020-03-18 10:13:16,3,0,0,18.0708,-63.0501
,Guadeloupe,2020-03-18 10:13:16,27,0,0,16.265,-61.551
,Martinique,2020-03-18 10:13:16,19,1,0,14.6415,-61.0242
Macau,China,2020-03-18 10:33:04,15,0,10,22.1667,113.55
Diamond Princess,Cruise Ship,2020-03-18 10:33:04,712,7,325,35.4498,139.6649
,Czechia,2020-03-18 10:33:04,464,0,3,49.8175,15.473
,Estonia,2020-03-18 10:33:04,258,0,1,58.5953,25.0136
,Malaysia,2020-03-18 10:33:04,790,2,60,4.2105,101.9758
,Armenia,2020-03-18 10:53:02,84,0,1,40.0691,45.0382
,Indonesia,2020-03-18 10:53:02,227,19,11,-0.7893,113.9213
,Kuwait,2020-03-18 10:53:02,142,0,15,29.3117,47.4818
,Lebanon,2020-03-18 10:53:02,133,3,3,33.8547,35.8623
,Luxembourg,2020-03-18 10:53:02,203,2,0,49.8153,6.1296
,Mexico,2020-03-18 10:53:02,93,0,4,23.6345,-102.5528
,Panama,2020-03-18 10:53:02,86,1,0,8.538,-80.7821
,Philippines,2020-03-18 10:53:02,202,19,5,12.8797,121.774
,Serbia,2020-03-18 10:53:02,83,0,1,44.0165,21.0059
,South Africa,2020-03-18 10:53:02,116,0,0,-30.5595,22.9375
,Thailand,2020-03-18 10:53:02,212,1,42,15.87,100.9925
,Brunei,2020-03-18 11:13:43,68,0,0,4.5353,114.7277
,Croatia,2020-03-18 11:13:43,81,0,4,45.1,15.2
,Hungary,2020-03-18 11:13:43,58,1,2,47.1625,19.5033
,Latvia,2020-03-18 11:13:43,71,0,1,56.8796,24.6032
,Bangladesh,2020-03-18 11:33:04,14,1,3,23.685,90.3563
,Belarus,2020-03-18 11:33:04,51,0,5,53.7098,27.9534
,Cambodia,2020-03-18 11:33:04,35,0,1,12.5657,104.991
,Congo (Kinshasa),2020-03-18 11:33:04,4,0,0,-4.0383,21.7587
,Cote d'Ivoire,2020-03-18 11:33:04,6,0,1,7.54,-5.5471
,Ethiopia,2020-03-18 11:33:04,6,0,0,9.145,40.4897
,Georgia,2020-03-18 11:33:04,38,0,1,42.3154,43.3569
,Kazakhstan,2020-03-18 11:33:04,35,0,0,48.0196,66.9237
,Lithuania,2020-03-18 11:33:04,27,0,1,55.1694,23.8813
,Moldova,2020-03-18 11:33:04,30,1,1,47.4116,28.3699
,Morocco,2020-03-18 11:33:04,49,2,1,31.7917,-7.0926
,Rwanda,2020-03-18 11:33:04,8,0,0,-1.9403,29.8739
,Senegal,2020-03-18 11:33:04,31,0,2,14.4974,-14.4524
,Tanzania,2020-03-18 11:33:04,3,0,0,-6.369,34.8888
,Uruguay,2020-03-18 11:33:04,50,0,0,-32.5228,-55.7658
,Venezuela,2020-03-18 11:33:04,36,0,0,6.4238,-66.5897
Heilongjiang,China,2020-03-18 11:53:03,482,13,459,47.862,127.7615
,Aruba,2020-03-18 11:53:04,4,0,0,12.5211,-69.9683
Queensland,Australia,2020-03-18 11:53:04,94,0,8,-28.0167,153.4
South Australia,Australia,2020-03-18 11:53:04,37,0,3,-34.9285,138.6007
Tasmania,Australia,2020-03-18 11:53:04,10,0,0,-41.4545,145.9707
Australian Capital Territory,Australia,2020-03-18 11:53:04,3,0,0,-35.4735,149.0124
,Bolivia,2020-03-18 11:53:04,12,0,0,-16.2902,-63.5887
Grand Princess,Canada,2020-03-18 11:53:04,9,0,0,37.6489,-122.6655
Saskatchewan,Canada,2020-03-18 11:53:04,8,0,0,52.9399,-106.4509
,Honduras,2020-03-18 11:53:04,9,0,0,15.2,-86.2419
,Jamaica,2020-03-18 11:53:04,13,0,2,18.1096,-77.2975
,Kyrgyzstan,2020-03-18 11:53:04,3,0,0,41.2044,74.7661
,Mongolia,2020-03-18 11:53:04,6,0,0,46.8625,103.8467
,Paraguay,2020-03-18 11:53:04,11,0,0,-23.4425,-58.4438
,Reunion,2020-03-18 11:53:04,12,0,0,-21.1151,55.5364
,Trinidad and Tobago,2020-03-18 11:53:04,7,0,0,10.6918,-61.2225
Montserrat,United Kingdom,2020-03-18 11:53:04,1,0,0,16.7425,-62.1874
New South Wales,Australia,2020-03-18 12:13:09,267,5,4,-33.8688,151.2093
Victoria,Australia,2020-03-18 12:13:09,121,0,8,-37.8136,144.9631
,Bosnia and Herzegovina,2020-03-18 12:13:09,38,0,2,43.9159,17.6791
Hubei,China,2020-03-18 12:13:09,67800,3122,56927,30.9756,112.2707
,Sudan,2020-03-18 12:13:09,2,1,0,12.8628,30.2176
,Uzbekistan,2020-03-18 12:13:09,15,0,0,41.3775,64.5853
Western Australia,Australia,2020-03-18 12:13:10,35,1,0,-31.9505,115.8605
,Bahrain,2020-03-18 12:33:02,256,1,88,26.0667,50.5577
,Belgium,2020-03-18 12:33:02,1486,14,31,50.5039,4.4699
,Iceland,2020-03-18 12:33:02,250,1,5,64.9631,-19.0208
,Iran,2020-03-18 12:33:02,17361,1135,5389,32.4279,53.688
,Iraq,2020-03-18 12:33:02,164,12,43,33.2232,43.6793
,Japan,2020-03-18 12:33:02,889,29,144,36.2048,138.2529
,Portugal,2020-03-18 12:33:02,448,2,3,39.3999,-8.2245
,Russia,2020-03-18 12:33:02,147,0,8,61.524,105.3188
,Albania,2020-03-18 12:33:03,59,2,0,41.1533,20.1683
,Burkina Faso,2020-03-18 12:33:03,20,1,0,12.2383,-1.5616
,Djibouti,2020-03-18 12:33:03,1,0,0,11.8251,42.5903
,Nigeria,2020-03-18 12:33:03,8,0,1,9.082,8.6753
,North Macedonia,2020-03-18 12:33:03,35,0,1,41.6086,21.7453
,Tunisia,2020-03-18 12:33:03,29,0,0,33.8869,9.5375
,Finland,2020-03-18 13:13:13,336,0,10,61.9241,25.7482
,Spain,2020-03-18 13:13:13,13910,623,1081,40.4637,-3.7492
,Sri Lanka,2020-03-18 13:13:13,51,0,1,7.8731,80.7718
Netherlands,Netherlands,2020-03-18 13:13:15,2051,58,2,52.1326,5.2913
,Chile,2020-03-18 13:33:12,238,0,0,-35.6751,-71.543
,India,2020-03-18 13:33:12,156,3,14,20.5937,78.9629
,Poland,2020-03-18 13:33:12,251,5,13,51.9194,19.1451
,Singapore,2020-03-18 13:33:12,313,0,114,1.3521,103.8198
Oregon,US,2020-03-18 13:53:03,68,2,0,44.572,-122.0709
Nebraska,US,2020-03-18 13:53:03,24,0,0,41.1254,-98.2681
Wyoming,US,2020-03-18 13:53:03,15,0,0,42.756,-107.3025
,Slovakia,2020-03-18 14:13:14,105,1,0,48.669,19.699
Gibraltar,United Kingdom,2020-03-18 14:13:42,8,0,2,36.1408,-5.3536
,Benin,2020-03-18 14:13:56,2,0,0,9.3077,2.3158
,"Gambia, The",2020-03-18 14:13:56,1,0,0,13.4432,-15.3101
,The Gambia,2020-03-18 14:13:56,0,0,0,13.4667,-16.6
Washington,US,2020-03-18 14:13:56,1014,55,0,47.4009,-121.4905
New Jersey,US,2020-03-18 14:13:56,267,3,0,40.2989,-74.521
Massachusetts,US,2020-03-18 14:13:56,218,0,0,42.2302,-71.5301
Kentucky,US,2020-03-18 14:13:56,27,1,0,37.6681,-84.6701
,Equatorial Guinea,2020-03-18 14:33:15,4,0,0,1.6508,10.2679
French Guiana,France,2020-03-18 14:33:15,0,0,0,4.0,-53.0
Guadeloupe,France,2020-03-18 14:33:15,0,0,0,16.25,-61.5833
Mayotte,France,2020-03-18 14:33:15,0,0,0,-12.8431,45.1383
Reunion,France,2020-03-18 14:33:15,0,0,0,-21.1351,55.2471
,Israel,2020-03-18 14:33:15,433,0,11,31.0461,34.8516
,Zambia,2020-03-18 14:33:15,2,0,0,-15.4167,28.2833
,Austria,2020-03-18 14:53:05,1646,4,9,47.5162,14.5501
,Colombia,2020-03-18 14:53:05,93,0,1,4.5709,-74.2973
,Jordan,2020-03-18 14:53:05,52,0,1,30.5852,36.2384
,Switzerland,2020-03-18 14:53:05,3028,28,15,46.8182,8.2275
United Kingdom,United Kingdom,2020-03-18 14:53:05,2626,71,65,55.3781,-3.436
,Bulgaria,2020-03-18 15:33:15,92,2,0,42.7339,25.4858
,Vietnam,2020-03-18 15:33:15,75,0,16,14.0583,108.2772
,Norway,2020-03-18 15:53:09,1550,6,1,60.472,8.4689
Colorado,US,2020-03-18 15:53:09,184,2,0,39.0598,-105.3111
,Greece,2020-03-18 16:59:34,418,5,8,39.0742,21.8243
,Peru,2020-03-18 16:59:34,145,0,1,-9.19,-75.0152
,Romania,2020-03-18 16:59:34,260,0,19,45.9432,24.9668
,Cuba,2020-03-18 16:59:35,7,1,0,21.5218,-77.7812
Denmark,Denmark,2020-03-18 16:59:35,1057,4,1,56.2639,9.5018
Faroe Islands,Denmark,2020-03-18 16:59:35,58,0,0,61.8926,-6.9118
,Italy,2020-03-18 17:33:05,35713,2978,4025,41.8719,12.5674
Ontario,Canada,2020-03-18 17:33:06,221,1,5,51.2538,-85.3232
,Sweden,2020-03-18 17:53:02,1279,10,1,60.1282,18.6435
Quebec,Canada,2020-03-18 17:53:03,94,0,0,52.9399,-73.5491
Nova Scotia,Canada,2020-03-18 17:53:03,12,0,0,44.682,-63.7443
France,France,2020-03-18 18:33:02,9043,148,12,46.2276,2.2137
New Brunswick,Canada,2020-03-18 18:33:03,11,0,0,46.5653,-66.4619
,Brazil,2020-03-18 19:14:29,372,3,2,-14.235,-51.9253
,Pakistan,2020-03-18 19:14:29,299,0,2,30.3753,69.3451
,Qatar,2020-03-18 19:14:29,452,0,4,25.3548,51.1839
,Guam,2020-03-18 19:14:33,0,0,0,13.4443,144.7937
,Liechtenstein,2020-03-18 19:14:33,28,0,0,47.166,9.5554
California,US,2020-03-18 19:14:34,751,13,0,36.1162,-119.6816
Florida,US,2020-03-18 19:14:34,314,7,0,27.7663,-81.6868
Georgia,US,2020-03-18 19:14:34,199,3,0,33.0406,-83.6431
Illinois,US,2020-03-18 19:14:34,162,1,0,40.3495,-88.9861
Pennsylvania,US,2020-03-18 19:14:34,152,0,0,40.5908,-77.2098
Wisconsin,US,2020-03-18 19:14:34,92,0,0,44.2685,-89.6165
Ohio,US,2020-03-18 19:14:34,86,0,0,40.3888,-82.7649
Maryland,US,2020-03-18 19:14:34,85,0,0,39.0639,-76.8021
Michigan,US,2020-03-18 19:14:34,83,0,0,43.3266,-84.5361
Tennessee,US,2020-03-18 19:14:34,79,0,0,35.7478,-86.6923
Minnesota,US,2020-03-18 19:14:34,77,0,0,45.6945,-93.9002
North Carolina,US,2020-03-18 19:14:34,70,0,0,35.6301,-79.8064
Nevada,US,2020-03-18 19:14:34,55,1,0,38.3135,-117.0554
,Germany,2020-03-18 19:33:02,12327,28,105,51.1657,10.4515
,Oman,2020-03-18 19:33:02,39,0,12,21.4735,55.9754
New York,US,2020-03-18 19:33:03,2495,16,0,42.1657,-74.9481
Louisiana,US,2020-03-18 19:33:03,257,4,0,31.1695,-91.8678
Alabama,US,2020-03-18 19:33:03,46,0,0,32.3182,-86.9023
Maine,US,2020-03-18 19:33:03,42,0,0,44.6939,-69.3819
Indiana,US,2020-03-18 19:33:03,39,2,0,39.8494,-86.2583
Mississippi,US,2020-03-18 19:33:03,34,0,0,32.7416,-89.6787
Arkansas,US,2020-03-18 19:33:03,33,0,0,34.9697,-92.3731
Rhode Island,US,2020-03-18 19:33:03,33,0,0,41.6809,-71.5118
Arizona,US,2020-03-18 19:33:03,27,0,0,33.7298,-111.4312
Delaware,US,2020-03-18 19:33:03,19,0,0,39.3185,-75.5071
Missouri,US,2020-03-18 19:33:03,18,0,0,38.4561,-92.2884
Vermont,US,2020-03-18 19:33:03,18,0,0,44.0459,-72.7107
Montana,US,2020-03-18 19:33:03,11,0,0,46.9219,-110.4544
North Dakota,US,2020-03-18 19:33:03,6,0,0,47.5289,-99.784
US,US,2020-03-18 19:33:03,1,0,106,37.0902,-95.7129
,Algeria,2020-03-18 19:53:03,74,7,12,28.0339,1.6596
,Mauritius,2020-03-18 19:53:03,3,0,0,-20.2,57.5
,Montenegro,2020-03-18 19:53:03,1,0,0,42.7087,19.3744
Texas,US,2020-03-18 19:53:03,173,3,0,31.0545,-97.5635
Virginia,US,2020-03-18 19:53:03,77,2,0,37.7693,-78.17
Shandong,China,2020-03-19 01:02:56,761,7,747,36.3427,118.1498
Heilongjiang,China,2020-03-19 01:02:56,483,13,460,47.862,127.7615
Shanghai,China,2020-03-19 01:02:56,363,3,326,31.202,121.4491
Macau,China,2020-03-19 01:02:56,17,0,10,22.1667,113.55
Inner Mongolia,China,2020-03-19 01:03:02,75,1,74,44.0935,113.9448
,Andorra,2020-03-19 01:03:40,53,0,1,42.5063,1.5218
,Ukraine,2020-03-19 01:03:45,16,2,0,48.3794,31.1656
,Cote d'Ivoire,2020-03-19 01:03:46,9,0,1,7.54,-5.5471
Saskatchewan,Canada,2020-03-19 01:03:51,16,0,0,52.9399,-106.4509
Guangdong,China,2020-03-19 01:13:06,1378,8,1318,23.3417,113.4244
,Zambia,2020-03-19 01:53:06,2,0,0,-13.1339,27.8493
,"Korea, South",2020-03-19 02:13:17,8565,91,1540,35.9078,127.7669
,Seychelles,2020-03-19 02:13:17,6,0,0,-4.6796,55.492
,Slovenia,2020-03-19 02:13:17,286,1,0,46.1512,14.9955
,Uruguay,2020-03-19 02:13:17,79,0,0,-32.5228,-55.7658
,Jamaica,2020-03-19 02:33:08,15,1,2,18.1096,-77.2975
,Kenya,2020-03-19 02:33:08,7,0,0,-0.0236,37.9062
,Martinique,2020-03-19 02:33:08,23,1,0,14.6415,-61.0242
,Mauritania,2020-03-19 02:33:08,2,0,0,21.0079,-10.9408
,Mauritius,2020-03-19 02:33:08,3,0,0,-20.3484,57.5522
,New Zealand,2020-03-19 02:33:08,28,0,0,-40.9006,174.886
,Panama,2020-03-19 02:33:08,109,1,0,8.538,-80.7821
New Caledonia,France,2020-03-19 02:33:09,2,0,0,-20.9043,165.618
District of Columbia,US,2020-03-19 02:33:09,40,0,0,38.8974,-77.0268
Nebraska,US,2020-03-19 02:33:09,29,0,0,41.1254,-98.2681
Hawaii,US,2020-03-19 02:33:09,16,0,0,21.0943,-157.4983
Idaho,US,2020-03-19 02:33:09,11,0,0,44.2405,-114.4788
Alaska,US,2020-03-19 02:33:09,9,0,0,61.3707,-152.4044
West Virginia,US,2020-03-19 02:33:09,2,0,0,38.4912,-80.9545
,Cameroon,2020-03-19 02:53:32,13,0,0,3.848,11.5021
,Costa Rica,2020-03-19 02:53:32,69,1,0,9.7489,-83.7534
,Dominican Republic,2020-03-19 02:53:32,34,2,0,18.7357,-70.1627
Bermuda,United Kingdom,2020-03-19 02:53:33,2,0,0,32.3078,-64.7505
British Columbia,Canada,2020-03-19 03:13:26,231,7,4,53.7267,-127.6476
Alberta,Canada,2020-03-19 03:13:26,119,0,0,53.9333,-116.5765
Manitoba,Canada,2020-03-19 03:13:26,17,0,0,53.7609,-98.8139
Wyoming,US,2020-03-19 04:33:18,18,0,0,42.756,-107.3025
Beijing,China,2020-03-19 05:13:10,480,8,380,40.1824,116.4142
,Taiwan*,2020-03-19 06:53:03,108,1,26,23.7,121.0
Greenland,Denmark,2020-03-19 08:13:19,2,0,0,71.7069,-42.6043
,Nicaragua,2020-03-19 08:33:08,1,0,0,12.8654,-85.2072
Curacao,Netherlands,2020-03-19 08:53:03,3,1,0,12.1696,-68.99
St Martin,France,2020-03-19 09:33:04,4,0,0,18.0708,-63.0501
,Greenland,2020-03-19 09:33:04,0,0,0,72.0,-40.0
,Guadeloupe,2020-03-19 09:33:04,33,0,0,16.265,-61.551
,Reunion,2020-03-19 09:33:04,14,0,0,-21.1151,55.5364
Hong Kong,China,2020-03-19 09:53:20,208,4,95,22.3,114.2
Hubei,China,2020-03-19 10:13:14,67800,3130,57682,30.9756,112.2707
Zhejiang,China,2020-03-19 10:13:14,1233,1,1217,29.1832,120.0934
Sichuan,China,2020-03-19 10:13:14,540,3,536,30.6171,102.7103
,Japan,2020-03-19 10:13:15,924,29,150,36.2048,138.2529
,Malaysia,2020-03-19 10:13:15,900,2,75,4.2105,101.9758
,Indonesia,2020-03-19 10:13:16,311,25,11,-0.7893,113.9213
,Thailand,2020-03-19 10:13:16,272,1,42,15.87,100.9925
,Kuwait,2020-03-19 10:13:23,148,0,18,29.3117,47.4818
,Argentina,2020-03-19 10:53:03,97,3,3,-38.4161,-63.6167
,Armenia,2020-03-19 10:53:03,115,0,1,40.0691,45.0382
,Bangladesh,2020-03-19 10:53:03,17,1,3,23.685,90.3563
,Bulgaria,2020-03-19 10:53:03,94,3,0,42.7339,25.4858
,Cambodia,2020-03-19 10:53:03,37,0,1,12.5657,104.991
,Colombia,2020-03-19 10:53:03,102,0,1,4.5709,-74.2973
,Congo (Kinshasa),2020-03-19 10:53:03,14,0,0,-4.0383,21.7587
,Cuba,2020-03-19 10:53:03,11,1,0,21.5218,-77.7812
Faroe Islands,Denmark,2020-03-19 10:53:03,72,0,0,61.8926,-6.9118
,Georgia,2020-03-19 10:53:03,40,0,1,42.3154,43.3569
,Honduras,2020-03-19 10:53:03,12,0,0,15.2,-86.2419
,Hungary,2020-03-19 10:53:03,73,1,2,47.1625,19.5033
,Kazakhstan,2020-03-19 10:53:03,44,0,0,48.0196,66.9237
,Latvia,2020-03-19 10:53:03,86,0,1,56.8796,24.6032
,Mexico,2020-03-19 10:53:03,118,1,4,23.6345,-102.5528
,Montenegro,2020-03-19 10:53:03,3,0,0,42.7087,19.3744
,Trinidad and Tobago,2020-03-19 10:53:03,9,0,0,10.6918,-61.2225
,Uzbekistan,2020-03-19 10:53:03,23,0,0,41.3775,64.5853
,Belgium,2020-03-19 11:13:17,1795,21,31,50.5039,4.4699
,Greece,2020-03-19 11:13:18,418,6,8,39.0742,21.8243
,Luxembourg,2020-03-19 11:13:18,335,4,0,49.8153,6.1296
,Philippines,2020-03-19 11:13:24,217,17,8,12.8797,121.774
,Brunei,2020-03-19 11:13:33,75,0,0,4.5353,114.7277
New South Wales,Australia,2020-03-19 11:13:54,307,5,4,-33.8688,151.2093
Queensland,Australia,2020-03-19 11:13:54,144,0,8,-28.0167,153.4
Western Australia,Australia,2020-03-19 11:13:54,52,1,0,-31.9505,115.8605
South Australia,Australia,2020-03-19 11:13:54,42,0,3,-34.9285,138.6007
Tasmania,Australia,2020-03-19 11:13:54,10,0,3,-41.4545,145.9707
Australian Capital Territory,Australia,2020-03-19 11:13:54,4,0,0,-35.4735,149.0124
,Estonia,2020-03-19 11:33:29,267,0,1,58.5953,25.0136
,Iceland,2020-03-19 11:33:29,330,1,5,64.9631,-19.0208
,Iran,2020-03-19 11:33:29,18407,1284,5710,32.4279,53.688
,Romania,2020-03-19 11:33:29,277,0,25,45.9432,24.9668
,Albania,2020-03-19 11:33:30,64,2,0,41.1533,20.1683
,Burkina Faso,2020-03-19 11:33:30,33,1,0,12.2383,-1.5616
,Malta,2020-03-19 11:33:30,53,0,2,35.9375,14.3754
French Polynesia,France,2020-03-19 11:33:36,6,0,0,-17.6797,-149.4068
,Tanzania,2020-03-19 11:33:36,6,0,0,-6.369,34.8888
,"Bahamas, The",2020-03-19 11:33:39,3,0,0,25.0343,-77.3963
,The Bahamas,2020-03-19 12:13:38,0,0,0,24.25,-76.0
Gansu,China,2020-03-19 14:33:08,134,2,91,36.0611,103.8343
,Austria,2020-03-19 14:53:05,2013,6,9,47.5162,14.5501
,Djibouti,2020-03-19 14:53:06,1,0,0,11.8251,42.5903
,El Salvador,2020-03-19 14:53:06,1,0,0,13.7942,-88.8965
,Fiji,2020-03-19 14:53:06,1,0,0,-17.7134,178.065
Netherlands,Netherlands,2020-03-19 14:53:06,2460,76,2,52.1326,5.2913
,Portugal,2020-03-19 15:13:27,785,3,3,39.3999,-8.2245
,Sweden,2020-03-19 15:13:27,1439,11,16,60.1282,18.6435
,Algeria,2020-03-19 16:13:36,87,9,32,28.0339,1.6596
,Azerbaijan,2020-03-19 16:13:36,44,1,6,40.1431,47.5769
,Finland,2020-03-19 16:13:36,400,0,10,61.9241,25.7482
,Russia,2020-03-19 16:13:36,199,1,9,61.524,105.3188
,Singapore,2020-03-19 16:13:36,345,0,114,1.3521,103.8198
,Slovakia,2020-03-19 16:13:36,123,1,0,48.669,19.699
,Sri Lanka,2020-03-19 16:13:36,60,0,3,7.8731,80.7718
,United Arab Emirates,2020-03-19 16:13:36,140,0,31,23.4241,53.8478
Guam,US,2020-03-19 16:13:38,12,0,0,13.4443,144.7937
Virgin Islands,US,2020-03-19 16:13:38,3,0,0,18.3358,-64.8963
,Chad,2020-03-19 16:43:03,1,0,0,15.4542,18.7322
,Croatia,2020-03-19 16:43:03,105,1,5,45.1,15.2
,Moldova,2020-03-19 16:43:03,49,1,1,47.4116,28.3699
,North Macedonia,2020-03-19 16:43:03,48,0,1,41.6086,21.7453
,South Africa,2020-03-19 16:43:03,150,0,0,-30.5595,22.9375
,Turkey,2020-03-19 16:43:03,192,3,0,38.9637,35.2433
Ontario,Canada,2020-03-19 16:43:04,257,1,5,51.2538,-85.3232
,Ecuador,2020-03-19 17:13:14,199,3,0,-1.8312,-78.1834
,Norway,2020-03-19 17:13:14,1746,7,1,60.472,8.4689
,Bosnia and Herzegovina,2020-03-19 17:13:24,63,0,2,43.9159,17.6791
,Ghana,2020-03-19 17:13:24,11,0,0,7.9465,-1.0232
,Guatemala,2020-03-19 17:13:24,9,1,0,15.7835,-90.2308
United Kingdom,United Kingdom,2020-03-19 17:13:27,2689,137,65,55.3781,-3.436
Denmark,Denmark,2020-03-19 17:13:42,1151,6,1,56.2639,9.5018
,Italy,2020-03-19 17:43:03,41035,3405,4440,41.8719,12.5674
Quebec,Canada,2020-03-19 17:43:04,121,1,0,52.9399,-73.5491
,Czechia,2020-03-19 18:13:20,694,0,3,49.8175,15.473
,Bahrain,2020-03-19 18:13:29,278,1,100,26.0667,50.5577
,Cyprus,2020-03-19 18:13:29,67,0,0,35.1264,33.4299
,Jordan,2020-03-19 18:13:29,69,0,1,30.5852,36.2384
,Lithuania,2020-03-19 18:13:29,36,0,1,55.1694,23.8813
,Peru,2020-03-19 18:13:29,234,0,1,-9.19,-75.0152
,Serbia,2020-03-19 18:13:29,103,0,1,44.0165,21.0059
,Tunisia,2020-03-19 18:13:29,39,1,0,33.8869,9.5375
Prince Edward Island,Canada,2020-03-19 18:43:03,2,0,0,46.5107,-63.4168
,Ireland,2020-03-19 18:43:03,557,3,5,53.1424,-7.6921
,Lebanon,2020-03-19 18:43:03,157,4,4,33.8547,35.8623
Minnesota,US,2020-03-19 18:43:03,89,0,0,45.6945,-93.9002
Maine,US,2020-03-19 18:43:03,52,0,0,44.6939,-69.3819
Grand Princess,US,2020-03-19 19:13:18,22,0,0,37.6489,-122.6655
US,US,2020-03-19 19:13:18,1,0,108,37.0902,-95.7129
,Germany,2020-03-19 20:13:08,15320,44,113,51.1657,10.4515
,Pakistan,2020-03-19 20:13:08,454,2,13,30.3753,69.3451
,Qatar,2020-03-19 20:13:08,460,0,4,25.3548,51.1839
,Spain,2020-03-19 20:13:08,17963,830,1107,40.4637,-3.7492
,Poland,2020-03-19 20:13:28,355,5,1,51.9194,19.1451
,Iraq,2020-03-19 20:13:34,192,13,43,33.2232,43.6793
,Oman,2020-03-19 20:13:34,48,0,12,21.4735,55.9754
,Venezuela,2020-03-19 20:13:34,42,0,0,6.4238,-66.5897
,Vietnam,2020-03-19 20:13:34,85,0,16,14.0583,108.2772
,Namibia,2020-03-19 20:13:52,3,0,0,-22.9576,18.4904
Gibraltar,United Kingdom,2020-03-19 20:13:52,10,0,2,36.1408,-5.3536
,Congo (Brazzaville),2020-03-19 20:13:56,3,0,0,-0.228,15.8277
Channel Islands,United Kingdom,2020-03-19 20:13:56,11,0,0,49.3723,-2.3644
Cayman Islands,United Kingdom,2020-03-19 20:13:56,3,1,0,19.3133,-81.2546
,Brazil,2020-03-19 20:43:02,621,6,2,-14.235,-51.9253
,Egypt,2020-03-19 20:43:02,256,6,32,26.8206,30.8025
France,France,2020-03-19 20:43:02,10871,243,12,46.2276,2.2137
,India,2020-03-19 20:43:02,194,4,15,20.5937,78.9629
,Israel,2020-03-19 20:43:02,677,0,11,31.0461,34.8516
,Morocco,2020-03-19 20:43:02,63,2,1,31.7917,-7.0926
,Saudi Arabia,2020-03-19 20:43:02,274,0,6,23.8859,45.0792
,Barbados,2020-03-19 20:43:03,5,0,0,13.1939,-59.5432
Nova Scotia,Canada,2020-03-19 20:43:03,14,0,0,44.682,-63.7443
,Equatorial Guinea,2020-03-19 20:43:03,6,0,0,1.6508,10.2679
,Switzerland,2020-03-19 21:13:15,4075,41,15,46.8182,8.2275
Massachusetts,US,2020-03-19 21:13:35,328,0,0,42.2302,-71.5301
Georgia,US,2020-03-19 21:13:35,287,10,0,33.0406,-83.6431
Texas,US,2020-03-19 21:13:35,260,5,0,31.0545,-97.5635
Pennsylvania,US,2020-03-19 21:13:35,206,1,0,40.5908,-77.2098
California,US,2020-03-19 21:13:40,952,18,0,36.1162,-119.6816
Illinois,US,2020-03-19 21:13:40,422,4,0,40.3495,-88.9861
Tennessee,US,2020-03-19 21:13:40,154,0,0,35.7478,-86.6923
Ohio,US,2020-03-19 21:43:03,119,0,0,40.3888,-82.7649
Maryland,US,2020-03-19 21:43:03,107,1,0,39.0639,-76.8021
Nevada,US,2020-03-19 21:43:03,95,1,0,38.3135,-117.0554
Oregon,US,2020-03-19 21:43:03,88,3,0,44.572,-122.0709
Arkansas,US,2020-03-19 21:43:03,62,0,0,34.9697,-92.3731
New Mexico,US,2020-03-19 21:43:03,35,0,0,34.8405,-106.2485
Kansas,US,2020-03-19 21:43:03,34,1,0,38.5266,-96.7265
Vermont,US,2020-03-19 21:43:03,22,0,0,44.0459,-72.7107
Tianjin,China,2020-03-19 23:43:03,137,3,133,39.3054,117.323
New York,US,2020-03-19 23:43:04,5365,34,0,42.1657,-74.9481
Washington,US,2020-03-19 23:43:04,1376,74,0,47.4009,-121.4905
New Jersey,US,2020-03-19 23:43:04,742,9,0,40.2989,-74.521
Florida,US,2020-03-19 23:43:04,417,9,0,27.7663,-81.6868
Louisiana,US,2020-03-19 23:43:04,392,10,0,31.1695,-91.8678
Michigan,US,2020-03-19 23:43:04,334,3,0,43.3266,-84.5361
Colorado,US,2020-03-19 23:43:04,277,4,0,39.0598,-105.3111
Connecticut,US,2020-03-19 23:43:04,159,2,0,41.5978,-72.7554
Wisconsin,US,2020-03-19 23:43:04,159,0,0,44.2685,-89.6165
North Carolina,US,2020-03-19 23:43:04,123,0,0,35.6301,-79.8064
Virginia,US,2020-03-19 23:43:04,99,2,0,37.7693,-78.17
South Carolina,US,2020-03-19 23:43:04,81,1,0,33.8569,-80.945
Utah,US,2020-03-19 23:43:04,80,0,0,40.15,-111.8624
Alabama,US,2020-03-19 23:43:04,78,0,0,32.3182,-86.9023
Indiana,US,2020-03-19 23:43:04,60,2,0,39.8494,-86.2583
Mississippi,US,2020-03-19 23:43:04,50,1,0,32.7416,-89.6787
Arizona,US,2020-03-19 23:43:04,45,0,0,33.7298,-111.4312
